constituent_name,weighting_sponsor,constituent_ticker,Sector,quantity_held,Fund Name,Ticker Symbol,as_of_date,isin,sedol,Stock Exchange,Trade Country Name,local_currency,local_price,market_value_held,Share Class,location
Simon Property Group Inc.,0.00116667,SPG,Real Estate,3663212.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Arthur J. Gallagher & Co.,0.0011664,AJG,Financials,2366760.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Exelon Corporation,0.00115617,EXC,Utilities,11157102.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hilton Worldwide Holdings Inc,0.00114858,HLT,Consumer Discretionary,3082487.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Paychex Inc.,0.0011446499999999999,PAYX,Information Technology,3570010.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ecolab Inc.,0.00114429,ECL,Materials,2774093.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cintas Corporation,0.00113803,CTAS,Industrials,967667.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Dow Inc.,0.00113757,DOW,Materials,8079369.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Monster Beverage Corporation,0.00112501,MNST,Consumer Staples,4327319.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Albemarle Corporation,0.00112387,ALB,Materials,1303600.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Illumina Inc.,0.00112299,ILMN,Health Care,1746036.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Carrier Global Corp.,0.001115,CARR,Industrials,9469312.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Kinder Morgan Inc Class P,0.00110456,KMI,Energy,22304824.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Newmont Corporation,0.0010982,NEM,Materials,8907706.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
IDEXX Laboratories Inc.,0.00109515,IDXX,Health Care,936673.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fortinet Inc.,0.00109508,FTNT,Information Technology,7363285.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Xcel Energy Inc.,0.00109267,XEL,Utilities,6110357.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Nucor Corporation,0.001083,NUE,Materials,2945675.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ameriprise Financial Inc.,0.0010677,AMP,Financials,1216831.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Allstate Corporation,0.0010642400000000002,ALL,Financials,3040799.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
DuPont de Nemours Inc.,0.00105733,DD,Materials,5635542.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PACCAR Inc,0.00105255,PCAR,Industrials,3871067.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Yum! Brands Inc.,0.00104569,YUM,Consumer Discretionary,3200028.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cummins Inc.,0.00104216,CMI,Industrials,1584902.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Dollar Tree Inc.,0.001042,DLTR,Consumer Discretionary,2374654.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Electronic Arts Inc.,0.0010331799999999999,EA,Communication Services,2971407.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Halliburton Company,0.00103237,HAL,Energy,10057566.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ross Stores Inc.,0.00100207,ROST,Consumer Discretionary,3932564.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Welltower Inc,0.00098862,WELL,Real Estate,5212652.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CoStar Group Inc.,0.00098303,CSGP,Industrials,4454970.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Mettler-Toledo International Inc.,0.00098134,MTD,Health Care,252921.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Bank of New York Mellon Corp,0.00097606,BK,Financials,8274467.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ON Semiconductor Corporation,0.0009690500000000001,ON,Information Technology,4873224.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Otis Worldwide Corporation,0.00096799,OTIS,Industrials,4721911.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ResMed Inc.,0.00096709,RMD,Health Care,1636524.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
TransDigm Group Incorporated,0.00096262,TDG,Industrials,580134.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hershey Company,0.00095826,HSY,Consumer Staples,1652322.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
SBA Communications Corp. Class A,0.00095705,SBAC,Real Estate,1212176.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Digital Realty Trust Inc.,0.00095587,DLR,Real Estate,3233193.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AMETEK Inc.,0.00094798,AME,Industrials,2576760.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Keurig Dr Pepper Inc.,0.00094567,KDP,Consumer Staples,9558423.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Arista Networks Inc.,0.00094443,ANET,Information Technology,2772784.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Rockwell Automation Inc.,0.00093679,ROK,Industrials,1292573.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Baker Hughes Company Class A,0.00093552,BKR,Energy,11382310.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Consolidated Edison Inc.,0.00093291,ED,Utilities,3950803.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Keysight Technologies Inc,0.00092352,KEYS,Information Technology,2024330.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
VICI Properties Inc,0.0009195200000000001,VICI,Real Estate,10801167.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Kroger Co.,0.0009180099999999999,KR,Consumer Staples,7356063.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PPG Industries Inc.,0.0009114800000000001,PPG,Materials,2644378.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cognizant Technology Solutions Corporation Class A,0.00090074,CTSH,Information Technology,5819115.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
T. Rowe Price Group,0.0008960999999999999,TROW,Financials,2536373.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Aptiv PLC,0.00089255,APTV,Consumer Discretionary,3015496.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Constellation Energy Corporation,0.00088894,CEG,Utilities,3634490.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Discover Financial Services,0.0008858199999999999,DFS,Financials,3073384.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fastenal Company,0.00087935,FAST,Industrials,6406962.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Kraft Heinz Company,0.0008783,KHC,Consumer Staples,8961411.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
State Street Corporation,0.0008749999999999999,STT,Financials,4077502.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Walgreens Boots Alliance Inc.,0.0008748499999999999,WBA,Consumer Staples,8002456.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Diamondback Energy Inc.,0.0008707,FANG,Energy,1999490.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
M&T Bank Corporation,0.0008702100000000001,MTB,Financials,1976108.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Public Service Enterprise Group Inc,0.00087011,PEG,Utilities,5633743.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
WEC Energy Group Inc,0.0008679,WEC,Utilities,3516457.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Global Payments Inc.,0.00086233,GPN,Information Technology,3117999.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Old Dominion Freight Line Inc.,0.0008576300000000001,ODFL,Industrials,1030472.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ONEOK Inc.,0.0008512799999999999,OKE,Energy,4969630.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Verisk Analytics Inc,0.00083412,VRSK,Industrials,1765911.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
HP Inc.,0.00082877,HPQ,Information Technology,10238630.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Baxter International Inc.,0.0008212600000000001,BAX,Health Care,5647890.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Eversource Energy,0.0008064000000000001,ES,Utilities,3897381.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Republic Services Inc.,0.00080249,RSG,Industrials,2310925.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
D.R. Horton Inc.,0.0008002199999999999,DHI,Consumer Discretionary,3556482.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
W.W. Grainger Inc.,0.00079177,GWW,Industrials,509487.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Gartner Inc.,0.0007906,IT,Information Technology,890011.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
American Water Works Company Inc.,0.0007827000000000001,AWK,Utilities,2024139.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Corning Inc,0.00077856,GLW,Information Technology,8526989.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Copart Inc.,0.0007774399999999999,CPRT,Industrials,4766358.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Warner Bros. Discovery Inc. Series A,0.00077454,WBD,Communication Services,24689308.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Willis Towers Watson Public Limited Company,0.0007658900000000001,WTW,Financials,1235880.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
eBay Inc.,0.0007617300000000001,EBAY,Consumer Discretionary,6181249.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
International Flavors & Fragrances Inc.,0.00075724,IFF,Materials,2842591.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CBRE Group Inc. Class A,0.00075432,CBRE,Real Estate,3611479.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Genuine Parts Company,0.00075259,GPC,Consumer Discretionary,1596088.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fifth Third Bancorp,0.0007452699999999999,FITB,Financials,7632983.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CDW Corp.,0.00073984,CDW,Information Technology,1514664.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Weyerhaeuser Company,0.00073239,WY,Real Estate,8353438.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
United Rentals Inc.,0.0007283000000000001,URI,Industrials,786894.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fortive Corp.,0.00072455,FTV,Industrials,3993833.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Raymond James Financial Inc.,0.0007128600000000001,RJF,Financials,2180245.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Zimmer Biomet Holdings Inc.,0.00071272,ZBH,Health Care,2327708.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hartford Financial Services Group Inc.,0.00070924,HIG,Financials,3635461.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AmerisourceBergen Corporation,0.00070912,ABC,Health Care,1749110.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
First Republic Bank,0.00070312,FRC,Financials,2055371.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Vulcan Materials Company,0.0007015299999999999,VMC,Materials,1479474.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PG&E Corporation,0.0006990300000000001,PCG,Utilities,17874158.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Equifax Inc.,0.0006983100000000001,EFX,Industrials,1358594.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Tractor Supply Company,0.0006916899999999999,TSCO,Consumer Discretionary,1248759.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AvalonBay Communities Inc.,0.00068926,AVB,Real Estate,1556687.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
LyondellBasell Industries NV,0.0006755400000000001,LYB,Materials,2862755.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Coterra Energy Inc.,0.0006740100000000001,CTRA,Energy,8941385.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Edison International,0.00067161,EIX,Utilities,4233752.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Laboratory Corporation of America Holdings,0.00067121,LH,Health Care,1017494.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Nasdaq Inc.,0.00067103,NDAQ,Financials,3814112.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Southwest Airlines Co.,0.0006704300000000001,LUV,Industrials,6596209.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Delta Air Lines Inc.,0.00066992,DAL,Industrials,7134283.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Lennar Corporation Class A,0.0006692299999999999,LEN,Consumer Discretionary,2869198.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Entergy Corporation,0.00066854,ETR,Utilities,2280739.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ulta Beauty Inc.,0.0006679,ULTA,Consumer Discretionary,585858.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Martin Marietta Materials Inc.,0.0006675100000000001,MLM,Materials,695569.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Alexandria Real Estate Equities Inc.,0.0006664100000000001,ARE,Real Estate,1665879.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Marathon Oil Corporation,0.00066409,MRO,Energy,7622783.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ingersoll Rand Inc.,0.0006617099999999999,IR,Industrials,4515273.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ANSYS Inc.,0.00065819,ANSS,Information Technology,971451.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Regions Financial Corporation,0.0006568699999999999,RF,Financials,10589976.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Principal Financial Group Inc.,0.00065575,PFG,Financials,2605137.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
DTE Energy Company,0.00065409,DTE,Utilities,2160537.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Huntington Bancshares Incorporated,0.00064051,HBAN,Financials,16148165.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ameren Corporation,0.000634,AEE,Utilities,2871813.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Equity Residential,0.00063168,EQR,Real Estate,3797493.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Extra Space Storage Inc.,0.0006257999999999999,EXR,Real Estate,1491725.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
McCormick & Company Incorporated,0.00061648,MKC,Consumer Staples,2777469.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
EPAM Systems Inc.,0.0006160100000000001,EPAM,Information Technology,645397.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Arch Capital Group Ltd.,0.0006153900000000001,ACGL,Financials,4091200.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
FirstEnergy Corp.,0.00061427,FE,Utilities,6107350.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cardinal Health Inc.,0.00061133,CAH,Health Care,3065284.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CF Industries Holdings Inc.,0.00061071,CF,Materials,2241687.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Quanta Services Inc.,0.00061039,PWR,Industrials,1594585.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Citizens Financial Group Inc.,0.00060933,CFG,Financials,5534749.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PPL Corporation,0.00060089,PPL,Utilities,8273813.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Dover Corporation,0.00059911,DOV,Industrials,1604333.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Xylem Inc.,0.0005919499999999999,XYL,Industrials,2009079.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Waters Corporation,0.00059185,WAT,Health Care,673116.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hewlett Packard Enterprise Co.,0.00058984,HPE,Information Technology,14559507.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Tyson Foods Inc. Class A,0.00058672,TSN,Consumer Staples,3284919.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Northern Trust Corporation,0.00057881,NTRS,Financials,2323225.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Synchrony Financial,0.0005777299999999999,SYF,Financials,5419976.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Teledyne Technologies Incorporated,0.00057033,TDY,Information Technology,521201.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hologic Inc.,0.00056726,HOLX,Health Care,2819619.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AES Corporation,0.00055276,AES,Utilities,7429512.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Invitation Homes Inc.,0.00055272,INVH,Real Estate,6522939.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Molina Healthcare Inc.,0.00055051,MOH,Health Care,654394.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
West Pharmaceutical Services Inc.,0.00054812,WST,Health Care,824410.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Westinghouse Air Brake Technologies Corporation,0.00054801,WAB,Industrials,2046365.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
KeyCorp,0.00054605,KEY,Financials,10392662.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Expeditors International of Washington Inc.,0.0005456500000000001,EXPD,Industrials,1840188.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Mid-America Apartment Communities Inc.,0.00054539,MAA,Real Estate,1284237.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Mosaic Company,0.00054337,MOS,Materials,3884757.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CenterPoint Energy Inc.,0.00054219,CNP,Utilities,7024778.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Church & Dwight Co. Inc.,0.0005376700000000001,CHD,Consumer Staples,2724936.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PerkinElmer Inc.,0.000536,PKI,Health Care,1410119.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ventas Inc.,0.00053524,VTR,Real Estate,4458383.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
VeriSign Inc.,0.0005351199999999999,VRSN,Information Technology,1049751.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ball Corporation,0.00053223,BALL,Materials,3535858.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Quest Diagnostics Incorporated,0.00052443,DGX,Health Care,1310531.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cincinnati Financial Corporation,0.00052234,CINF,Financials,1790716.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Amcor PLC,0.0005218,AMCR,Materials,16918912.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Monolithic Power Systems Inc.,0.0005208999999999999,MPWR,Information Technology,499776.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Kellogg Company,0.00051765,K,Consumer Staples,2832244.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
IDEX Corporation,0.0005163899999999999,IEX,Industrials,847067.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Darden Restaurants Inc.,0.00051591,DRI,Consumer Discretionary,1379379.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Clorox Company,0.0005148500000000001,CLX,Consumer Staples,1369267.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
STERIS Plc,0.00051203,STE,Health Care,1120023.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CMS Energy Corporation,0.00050147,CMS,Utilities,3239662.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ABIOMED Inc.,0.0005013299999999999,ABMD,Health Care,505925.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Conagra Brands Inc.,0.00049026,CAG,Consumer Staples,5353911.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Targa Resources Corp.,0.0004891800000000001,TRGP,Energy,2541606.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
NetApp Inc.,0.00048633000000000004,NTAP,Information Technology,2497276.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Paycom Software Inc.,0.00048371,PAYC,Information Technology,536385.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Jacobs Solutions Inc.,0.00048333,J,Industrials,1450963.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Broadridge Financial Solutions Inc.,0.00048009,BR,Information Technology,1294331.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Take-Two Interactive Software Inc.,0.00047867,TTWO,Communication Services,1766833.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
SolarEdge Technologies Inc.,0.00047563,SEDG,Information Technology,621329.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Align Technology Inc.,0.000475,ALGN,Health Care,818668.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
APA Corp.,0.00047445,APA,Energy,3672393.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Omnicom Group Inc,0.00047280999999999994,OMC,Communication Services,2302243.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cooper Companies Inc.,0.00047156000000000005,COO,Health Care,548758.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
FMC Corporation,0.00047149000000000003,FMC,Materials,1417353.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
FactSet Research Systems Inc.,0.00047124,FDS,Financials,422210.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
EQT Corporation,0.00046378999999999995,EQT,Energy,4107063.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Trimble Inc.,0.00046040999999999996,TRMB,Information Technology,2802662.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Skyworks Solutions Inc.,0.00046032999999999995,SWKS,Information Technology,1803182.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
